pullover_type,day_of_week,hour,adjusted_point,desired_point,curb_geo,polygon_type
Dropoff,1,11,POINT(-122.425288275739 37.7765820151969),POINT(-122.425259328188 37.7763712946451),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,7,12,POINT(-122.423115718239 37.776394319937),POINT(-122.423085128253 37.7769670805626),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,5,20,POINT(-122.423209475626 37.776820223827),POINT(-122.422907204966 37.7768535006277),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,5,20,POINT(-122.423209475626 37.776820223827),POINT(-122.422907204966 37.7768535006277),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,2,21,POINT(-122.426284066636 37.776333305778),POINT(-122.425972213318 37.776536385319),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,2,23,POINT(-122.424387700723 37.7766938332243),POINT(-122.424411809481 37.7768793620711),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,6,22,POINT(-122.422282094727 37.7770130351663),POINT(-122.422356237109 37.7770804540588),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,1,22,POINT(-122.423209475626 37.776820223827),POINT(-122.422531482532 37.7769169267837),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,1,22,POINT(-122.423209475626 37.776820223827),POINT(-122.422531482532 37.7769169267837),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,1,18,POINT(-122.425101023827 37.7771043001492),POINT(-122.424897871975 37.7765207086951),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,3,21,POINT(-122.425881396342 37.776544981255),POINT(-122.425864200731 37.776512612359),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,5,7,POINT(-122.421342521285 37.7772425193096),POINT(-122.422189805535 37.7770915082676),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,6,21,POINT(-122.424261972162 37.776248177885),POINT(-122.424536500927 37.7765369825822),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,1,17,POINT(-122.425735103941 37.7765233133628),POINT(-122.425740979836 37.7765058757915),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,7,15,POINT(-122.424655057037 37.7768302824437),POINT(-122.423661929453 37.7768330119449),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,0,POINT(-122.424146440012 37.7767715986847),POINT(-122.424290228697 37.7768130143241),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,1,14,POINT(-122.425942661086 37.7765363877665),POINT(-122.426152723706 37.7765447651503),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,2,15,POINT(-122.42332198438 37.7768290232458),POINT(-122.42313325995 37.7767721273771),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,4,22,POINT(-122.422610463854 37.7769710798452),POINT(-122.422609426901 37.7769546777522),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Dropoff,3,18,POINT(-122.422732219409 37.7768991019104),POINT(-122.422814397848 37.776811887749),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,5,14,POINT(-122.424655057037 37.7768302824437),POINT(-122.424585582482 37.7766177045131),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,1,0,POINT(-122.421342521285 37.7772425193096),POINT(-122.422101836922 37.77709966012),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,2,18,POINT(-122.42483021221 37.7766853906467),POINT(-122.424380614993 37.7768528249401),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,6,23,POINT(-122.424849741087 37.7766378002019),POINT(-122.424737579614 37.7763838266664),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,1,21,POINT(-122.422733688425 37.7764490718287),POINT(-122.422663175645 37.7769337128625),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Dropoff,4,22,POINT(-122.425642817785 37.7765785973798),POINT(-122.425663815485 37.7767082310155),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,5,1,POINT(-122.42483021221 37.7766853906467),POINT(-122.424796771161 37.7767760086677),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,1,9,POINT(-122.423001999489 37.7767477208701),POINT(-122.42310958296 37.7768587248504),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,3,17,POINT(-122.423425333329 37.7768612136313),POINT(-122.423176811772 37.7770403719393),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,3,22,POINT(-122.42483021221 37.7766853906467),POINT(-122.424378973178 37.7767261788574),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,3,22,POINT(-122.42483021221 37.7766853906467),POINT(-122.424378973178 37.7767261788574),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,3,18,POINT(-122.426284066636 37.776333305778),POINT(-122.42610822261 37.7765572898833),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,5,12,POINT(-122.427052505894 37.7763577826516),POINT(-122.427053974849 37.7763180736842),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Dropoff,6,18,POINT(-122.425866706624 37.7765055894921),POINT(-122.426005394763 37.7763402883653),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,2,20,POINT(-122.424387700723 37.7766938332243),POINT(-122.424380614993 37.7768528249401),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,6,22,POINT(-122.424655057037 37.7768302824437),POINT(-122.424319867807 37.7768448280664),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,5,15,POINT(-122.426457490898 37.7764721777419),POINT(-122.426249502723 37.7765538182561),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Pickup,5,15,POINT(-122.426457490898 37.7764721777419),POINT(-122.426249502723 37.7765538182561),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,6,9,POINT(-122.424849741087 37.7766378002019),POINT(-122.424735937805 37.776549068539),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,5,9,POINT(-122.423425333329 37.7768612136313),POINT(-122.422350188199 37.7770882030583),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Dropoff,5,9,POINT(-122.423425333329 37.7768612136313),POINT(-122.422350188199 37.7770882030583),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,4,6,POINT(-122.422468314713 37.7769330821565),POINT(-122.422439798449 37.7767723152629),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,2,21,POINT(-122.424387700723 37.7766938332243),POINT(-122.424380614993 37.7768528249401),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,1,19,POINT(-122.424726778234 37.7769542755059),POINT(-122.424242961645 37.7767738998793),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,1,12,POINT(-122.422733688425 37.7764490718287),POINT(-122.422814397848 37.776811887749),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,2,18,POINT(-122.424387700723 37.7766938332243),POINT(-122.424380614993 37.7768528249401),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,3,18,POINT(-122.423864133169 37.7767650064983),POINT(-122.424029697972 37.7768991780854),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,1,22,POINT(-122.424387700723 37.7766938332243),POINT(-122.424394786452 37.7767513400599),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,23,POINT(-122.424655057037 37.7768302824437),POINT(-122.424626541367 37.7765434577997),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,5,21,POINT(-122.424655057037 37.7768302824437),POINT(-122.424581521157 37.776745813906),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,1,9,POINT(-122.424726778234 37.7769542755059),POINT(-122.424799709135 37.7767751050329),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,4,21,POINT(-122.426492832429 37.7764272114263),POINT(-122.426103470065 37.7766086956446),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Pickup,4,21,POINT(-122.426492832429 37.7764272114263),POINT(-122.426103470065 37.7766086956446),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,7,11,POINT(-122.424655057037 37.7768302824437),POINT(-122.42378472073 37.7769037141877),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,2,11,POINT(-122.424973567904 37.7766673974795),POINT(-122.424965790928 37.776672188534),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,6,0,POINT(-122.422512298875 37.7769274794115),POINT(-122.42254081512 37.7768266710287),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,1,18,POINT(-122.422805238109 37.7773888149194),POINT(-122.422662570755 37.7769320086933),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,1,19,POINT(-122.425113207741 37.7766043103469),POINT(-122.424929584774 37.7764625370054),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,7,6,POINT(-122.425642817785 37.7765785973798),POINT(-122.425702008821 37.7767025901601),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,1,9,POINT(-122.423001999489 37.7767477208701),POINT(-122.423604119858 37.7766909977582),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,3,6,POINT(-122.425730092148 37.7765665113315),POINT(-122.42573847394 37.77661271414),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,4,17,POINT(-122.422631894225 37.7769684875319),POINT(-122.422654707195 37.7771086888349),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,4,19,POINT(-122.424463224198 37.7766844176431),POINT(-122.424370504867 37.7766938150225),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,2,7,POINT(-122.423608786105 37.7767970128174),POINT(-122.423553482428 37.7763954158373),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,20,POINT(-122.425113207741 37.7766043103469),POINT(-122.424984887725 37.7765769676344),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,6,17,POINT(-122.422733688425 37.7764490718287),POINT(-122.422950584056 37.7769289260419),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Dropoff,6,9,POINT(-122.424655057037 37.7768302824437),POINT(-122.424799709135 37.7767751050329),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,1,14,POINT(-122.423110101434 37.7772568141473),POINT(-122.423837431931 37.7768684551019),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,6,16,POINT(-122.425860917147 37.7765480088597),POINT(-122.425876816607 37.7766113098717),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,6,18,POINT(-122.426268599287 37.7762551139851),POINT(-122.426285362783 37.7764697987568),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Pickup,5,21,POINT(-122.42373650292 37.7767812145462),POINT(-122.423742638163 37.7767775101115),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,3,9,POINT(-122.424726778234 37.7769542755059),POINT(-122.424796771161 37.7767760086677),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,6,17,POINT(-122.425648520864 37.7765348959759),POINT(-122.425618709309 37.7763708237297),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,4,19,POINT(-122.42332198438 37.7768290232458),POINT(-122.423176811772 37.7770403719393),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,4,17,POINT(-122.424655057037 37.7768302824437),POINT(-122.424809300755 37.7767478007337),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,3,21,POINT(-122.423403039 37.7768640718708),POINT(-122.423106126465 37.7768073712778),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,6,20,POINT(-122.423001999489 37.7767477208701),POINT(-122.423143629433 37.7766441123334),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
